word_id	utterance_id	location	surface	auto	fix	eng	com	speaker	langid	filename	clause	clauseno
1	1	1	there	there.ADV				JAM	eng	herring17		
2	1	2	are	are.V.123P.PRES				JAM	eng	herring17		
3	1	3	plenty	plenty.N.SG				JAM	eng	herring17		
4	1	4	of	of.PREP				JAM	eng	herring17		
5	1	5	new	new.ADJ				JAM	eng	herring17		
6	1	6	um	um.IM				JAM	eng	herring17		
7	1	7	alternatives	alternative.N.PL				JAM	eng	herring17		
8	1	8	.					JAM	999	herring17		
9	2	1	aha	aha.IM				IRI	eng&spa	herring17		
10	2	2	.					IRI	999	herring17		
11	3	1	regarding	regarding.PREP.[or].regard.V.PRESPART				JAM	eng	herring17		
12	3	2	um	um.IM				JAM	eng	herring17		
13	3	3	birth	birth.N.SG				JAM	eng	herring17		
14	3	4	control	control.N.SG				JAM	eng	herring17		
15	3	5	pills	pill.N.PL.[or].pills.N.PL				JAM	eng	herring17		
16	3	6	.					JAM	999	herring17		
17	4	1	yeah	yeah.ADV				IRI	eng	herring17		
18	4	2	.					IRI	999	herring17		
19	5	1	sí	yes.ADV				IRI	spa	herring17		
20	5	2	pero	but.CONJ				IRI	spa	herring17		
21	5	3	es	be.V.3S.PRES				IRI	spa	herring17		
22	5	4	que	that.CONJ				IRI	spa	herring17		
23	5	5	yo	I.PRON.SUB.MF.1S				IRI	spa	herring17		
24	5	6	no	not.ADV				IRI	spa	herring17		
25	5	7	quiero	want.V.1S.PRES				IRI	spa	herring17		
26	5	8	.					IRI	999	herring17		
27	6	1	but	but.CONJ				JAM	eng	herring17		
28	6	2	ah	ah.IM				JAM	eng&spa	herring17		
29	6	3	they	they.PRON.SUB.3P				JAM	eng	herring17		
30	6	4	they	they.PRON.SUB.3P				JAM	eng	herring17		
31	6	5	they	they.PRON.SUB.3P				JAM	eng	herring17		
32	6	6	they're	they.PRON.SUB.3P+BE.V.PRES				JAM	eng	herring17		
33	6	7	not	not.ADV				JAM	eng	herring17		
34	6	8	as	as.CONJ				JAM	eng	herring17		
35	6	9	strong	strong.ADJ				JAM	eng	herring17		
36	6	10	as	as.CONJ				JAM	eng	herring17		
37	6	11	they	they.PRON.SUB.3P				JAM	eng	herring17		
38	6	12	were	were.V.3P.PAST				JAM	eng	herring17		
39	6	13	a	a.DET.INDEF				JAM	eng	herring17		
40	6	14	couple	couple.N.SG				JAM	eng	herring17		
41	6	15	of	of.PREP				JAM	eng	herring17		
42	6	16	years	year.N.PL				JAM	eng	herring17		
43	6	17	ago	ago.ADV				JAM	eng	herring17		
44	6	18	.					JAM	999	herring17		
45	7	1	yeah	yeah.ADV				IRI	eng	herring17		
46	7	2	.					IRI	999	herring17		
47	8	1	pero	but.CONJ				IRI	spa	herring17		
48	8	2	es	be.V.3S.PRES				IRI	spa	herring17		
49	8	3	que	that.CONJ				IRI	spa	herring17		
50	8	4	también	too.ADV				IRI	spa	herring17		
51	8	5	es	be.V.3S.PRES				IRI	spa	herring17		
52	8	6	que	that.CONJ				IRI	spa	herring17		
53	8	7	.					IRI	999	herring17		
54	9	1	like	like.CONJ.[or].like.V.INFIN				JAM	eng	herring17		
55	9	2	ah	ah.IM				JAM	eng&spa	herring17		
56	9	3	like	like.CONJ.[or].like.SV.INFIN				JAM	eng	herring17		
57	9	4	ah	ah.IM				JAM	eng&spa	herring17		
58	9	5	in	in.PREP				JAM	eng	herring17		
59	9	6	the	the.DET.DEF				JAM	eng	herring17		
60	9	7	sixties	sixties.N.PL.[or].sixty.NUM+PV				JAM	eng	herring17		
61	9	8	they	they.PRON.SUB.3P				JAM	eng	herring17		
62	9	9	were	were.V.3P.PAST				JAM	eng	herring17		
63	9	10	terrible	terrible.ADJ				JAM	eng	herring17		
64	9	11	!					JAM	999	herring17		
65	10	1	yeah	yeah.ADV				IRI	eng	herring17		
66	10	2	.					IRI	999	herring17		
67	11	1	yeah	yeah.ADV				IRI	eng	herring17		
68	11	2	they	they.PRON.SUB.3P				IRI	eng	herring17		
69	11	3	were	were.V.3P.PAST				IRI	eng	herring17		
70	11	4	.					IRI	999	herring17		
71	12	1	like	like.CONJ.[or].like.V.INFIN				JAM	eng	herring17		
72	12	2	too	too.ADV				JAM	eng	herring17		
73	12	3	strong	strong.ADJ				JAM	eng	herring17		
74	12	4	.					JAM	999	herring17		
75	13	1	too	too.ADV				JAM	eng	herring17		
76	13	2	too	too.ADV				JAM	eng	herring17		
77	13	3	much	much.ADJ				JAM	eng	herring17		
78	13	4	strong	strong.ADJ				JAM	eng	herring17		
79	13	5	.					JAM	999	herring17		
80	14	1	too	too.ADV				IRI	eng	herring17		
81	14	2	much	much.ADJ				IRI	eng	herring17		
82	14	3	.					IRI	999	herring17		
83	15	1	yeah	yeah.ADV				IRI	eng	herring17		
