word_id	utterance_id	location	surface	auto	fix	eng	com	speaker	langid	filename	clause	clauseno
1	1	1	the	the.DET.DEF				CLA	eng	herring9		
2	1	2	two	two.NUM				CLA	eng	herring9		
3	1	3	piece	piece.N.SG				CLA	eng	herring9		
4	1	4	set	set.N.SG				CLA	eng	herring9		
5	1	5	of	of.PREP				CLA	eng	herring9		
6	1	6	the	the.DET.DEF				CLA	eng	herring9		
7	1	7	of	of.PREP				CLA	eng	herring9		
8	1	8	the	the.DET.DEF				CLA	eng	herring9		
9	1	9	water	water.N.SG				CLA	eng	herring9		
10	1	10	glasses	glass.N.PL.[or].glasses.N.PL				CLA	eng	herring9		
11	1	11	is	is.V.3S.PRES				CLA	eng	herring9		
12	1	12	.					CLA	999	herring9		
13	2	1	can	can.V.123SP.PRES				LUK	eng	herring9		
14	2	2	you	you.PRON.SUB.2SP				LUK	eng	herring9		
15	2	3	do	do.V.2SP.PRES				LUK	eng	herring9		
16	2	4	me	me.PRON.OBJ.1S				LUK	eng	herring9		
17	2	5	a	a.DET.INDEF				LUK	eng	herring9		
18	2	6	favor	favor.N.SG				LUK	eng	herring9		
19	2	7	?					LUK	999	herring9		
20	3	1	what	what.REL				CLA	eng	herring9		
21	3	2	?					CLA	999	herring9		
22	4	1	go	go.V.INFIN				LUK	eng	herring9		
23	4	2	to	to.PREP				LUK	eng	herring9		
24	4	3	Paypal	name				LUK	eng&spa	herring9		
25	4	4	.					LUK	999	herring9		
26	5	1	because	because.CONJ				LUK	eng	herring9		
27	5	2	I	I.PRON.SUB.1S				LUK	eng	herring9		
28	5	3	think	think.V.1S.PRES				LUK	eng	herring9		
29	5	4	that's	that.DEM.FAR+BE.V.3S.PRES				LUK	eng	herring9		
30	5	5	a	a.DET.INDEF				LUK	eng	herring9		
31	5	6	little	little.ADJ				LUK	eng	herring9		
32	5	7	bit	bit.N.SG				LUK	eng	herring9		
33	5	8	more	more.ADJ				LUK	eng	herring9		
34	5	9	pressing	press.N.SG+ASV				LUK	eng	herring9		
35	5	10	more	more.ADV				LUK	eng	herring9		
36	5	11	important	important.ADJ				LUK	eng	herring9		
37	5	12	right	right.ADJ				LUK	eng	herring9		
38	5	13	now	now.ADV				LUK	eng	herring9		
39	5	14	than	than.CONJ				LUK	eng	herring9		
40	5	15	looking	look.V.PRESPART				LUK	eng	herring9		
41	5	16	at	at.PREP				LUK	eng	herring9		
42	5	17	some	some.ADJ				LUK	eng	herring9		
43	5	18	dollar	dollar.N.SG				LUK	eng	herring9		
44	5	19	store	store.N.SG				LUK	eng	herring9		
45	5	20	online	unk				LUK	eng	herring9		
46	5	21	.					LUK	999	herring9		
47	6	1	you	you.PRON.SUB.2SP				LUK	eng	herring9		
48	6	2	know	know.V.2SP.PRES				LUK	eng	herring9		
49	6	3	how	how.ADV				LUK	eng	herring9		
50	6	4	to	to.PREP				LUK	eng	herring9		
51	6	5	log	log.N.SG				LUK	eng	herring9		
52	6	6	in	in.PREP				LUK	eng	herring9		
53	6	7	?					LUK	999	herring9		
54	7	1	you	you.PRON.SUB.2SP				CLA	eng	herring9		
55	7	2	do	do.V.2SP.PRES				CLA	eng	herring9		
56	7	3	it	it.PRON.OBJ.3S				CLA	eng	herring9		
57	7	4	.					CLA	999	herring9		
58	8	1	give	give.V.INFIN				LUK	eng	herring9		
59	8	2	me	me.PRON.OBJ.1S				LUK	eng	herring9		
60	8	3	the	the.DET.DEF				LUK	eng	herring9		
61	8	4	computer	computer.N.SG				LUK	eng	herring9		
62	8	5	.					LUK	999	herring9		
63	9	1	ok	unk				LUK	eng	herring9		
64	9	2	.					LUK	999	herring9		
65	10	1	because	because.CONJ				LUK	eng	herring9		
66	10	2	this	this.DEM.NEAR.SG				LUK	eng	herring9		
67	10	3	guy	guy.N.SG				LUK	eng	herring9		
68	10	4	wanted	want.V.PAST				LUK	eng	herring9		
69	10	5	to	to.PREP				LUK	eng	herring9		
70	10	6	buy	buy.V.INFIN				LUK	eng	herring9		
71	10	7	the	the.DET.DEF				LUK	eng	herring9		
72	10	8	lights	light.N.PL.[or].lights.N.PL				LUK	eng	herring9		
73	10	9	to	to.PREP				LUK	eng	herring9		
74	10	10	the	the.DET.DEF				LUK	eng	herring9		
75	10	11	car	car.N.SG				LUK	eng	herring9		
76	10	12	the	the.DET.DEF				LUK	eng	herring9		
77	10	13	headlights	headlight.N.PL				LUK	eng	herring9		
78	10	14	.					LUK	999	herring9		
79	11	1	and	and.CONJ				LUK	eng	herring9		
80	11	2	he	he.PRON.SUB.M.3S				LUK	eng	herring9		
81	11	3	he	he.PRON.SUB.M.3S				LUK	eng	herring9		
82	11	4	said	said.V.PAST				LUK	eng	herring9		
83	11	5	he	he.PRON.SUB.M.3S				LUK	eng	herring9		
84	11	6	was	was.V.3S.PAST				LUK	eng	herring9		
85	11	7	going	go.V.PRESPART				LUK	eng	herring9		
86	11	8	to	to.PREP				LUK	eng	herring9		
87	11	9	send	send.V.INFIN				LUK	eng	herring9		
88	11	10	the	the.DET.DEF				LUK	eng	herring9		
89	11	11	money	money.N.SG				LUK	eng	herring9		
90	11	12	in	in.PREP				LUK	eng	herring9		
91	11	13	today	today.N.SG				LUK	eng	herring9		
92	11	14	.					LUK	999	herring9		
93	12	1	so	so.ADV				LUK	eng	herring9		
94	12	2	if	if.CONJ				LUK	eng	herring9		
95	12	3	he	he.PRON.SUB.M.3S				LUK	eng	herring9		
96	12	4	does	does.V.3S.PRES				LUK	eng	herring9		
97	12	5	that's	that.DEM.FAR+BE.V.3S.PRES				LUK	eng	herring9		
98	12	6	my	my.ADJ.POSS.1S				LUK	eng	herring9		
99	12	7	to	to.PREP				LUK	eng	herring9		
100	12	8	call	call.V.INFIN				LUK	eng	herring9		
101	12	9	him	him.PRON.OBJ.M.3S				LUK	eng	herring9		
102	12	10	.					LUK	999	herring9		
103	13	1	at	at.PREP				LUK	eng	herring9		
104	13	2	hot	hot.ADJ				LUK	eng	herring9		
105	13	3	female	female.ADJ				LUK	eng	herring9		
106	13	4	dot_com	unk				LUK	eng	herring9		
107	13	5	.					LUK	999	herring9		
108	14	1	oh	oh.IM				LUK	eng&spa	herring9		
109	14	2	yeah	yeah.ADV				LUK	eng	herring9		
110	14	3	it's	it.PRON.SUB.3S+BE.V.3S.PRES				LUK	eng	herring9		
111	14	4	a	a.DET.INDEF				LUK	eng	herring9		
112	14	5	it's	it.PRON.SUB.3S+BE.V.3S.PRES				LUK	eng	herring9		
113	14	6	a	a.DET.INDEF				LUK	eng	herring9		
114	14	7	little	little.ADJ				LUK	eng	herring9		
115	14	8	gay	gay.ADJ				LUK	eng	herring9		
116	14	9	that	that.CONJ.[or].that.DEM.FAR				LUK	eng	herring9		
117	14	10	um	um.IM				LUK	eng	herring9		
118	14	11	that	that.CONJ				LUK	eng	herring9		
119	14	12	it's	it.PRON.SUB.3S+BE.V.3S.PRES				LUK	eng	herring9		
120	14	13	at	at.PREP				LUK	eng	herring9		
121	14	14	Hotmail_dot_com	name				LUK	eng	herring9		
122	14	15	not	not.ADV				LUK	eng	herring9		
123	14	16	Hotfemale_dot_com	name				LUK	eng	herring9		
124	14	17	.					LUK	999	herring9		
125	15	1	ay	oh.IM				CLA	spa	herring9		
126	15	2	ya	already.ADV				CLA	spa	herring9		
127	15	3	.					CLA	999	herring9		
128	16	1	I'm	I.PRON.SUB.1S+BE.V.PRES				LUK	eng	herring9		
129	16	2	gonna	go.V.PRESPART+TO.PREP				LUK	eng	herring9		
130	16	3	I'm	I.PRON.SUB.1S+BE.V.PRES				LUK	eng	herring9		
131	16	4	gonna	go.V.PRESPART+TO.PREP				LUK	eng	herring9		
132	16	5	Hotfemale_dot_com	name				LUK	eng	herring9		
133	16	6	.					LUK	999	herring9		
