word_id	utterance_id	location	surface	auto	fix	eng	com	speaker	langid	filename	clause	clauseno
1	1	1	ya	already.ADV				ABE	spa	herring16		
2	1	2	saliste	exit.V.2S.PAST				ABE	spa	herring16		
3	1	3	?					ABE	999	herring16		
4	2	1	.					ABE	999	herring16		
5	3	1	no	not.ADV				ABE	spa	herring16		
6	3	2	pero	but.CONJ				ABE	spa	herring16		
7	3	3	todavía	yet.ADV				ABE	spa	herring16		
8	3	4	no	not.ADV				ABE	spa	herring16		
9	3	5	cada	every.ADJ.MF.SG				ABE	spa	herring16		
10	3	6	palabra	word.N.F.SG				ABE	spa	herring16		
11	3	7	hace	do.V.3S.PRES				ABE	spa	herring16		
12	3	8	and	and.CONJ				ABE	eng	herring16		
13	3	9	and	and.CONJ				ABE	eng	herring16		
14	3	10	.					ABE	999	herring16		
15	4	1	ay	oh.IM				IAN	spa	herring16		
16	4	2	Dios	God.N.M.SG				IAN	spa	herring16		
17	4	3	mío	of_mine.ADJ.POSS.MF.1S.M.SG				IAN	spa	herring16		
18	4	4	.					IAN	999	herring16		
19	5	1	.					ABE	999	herring16		
20	6	1	hace	do.V.3S.PRES				ABE	spa	herring16		
21	6	2	.					ABE	999	herring16		
22	7	1	oh	oh.IM				ABE	eng	herring16		
23	7	2	my	my.ADJ.POSS.1S				ABE	eng	herring16		
24	7	3	God	name				ABE	eng	herring16		
25	7	4	.					ABE	999	herring16		
26	8	1	.					ABE	999	herring16		
27	9	1	.					ABE	999	herring16		
28	10	1	.					ABE	999	herring16		
29	11	1	um	um.IM				ABE	eng	herring16		
30	11	2	.					ABE	999	herring16		
31	12	1	mira	look.V.2S.IMPER				ABE	spa	herring16		
32	12	2	y	and.CONJ				ABE	spa	herring16		
33	12	3	qué	what.INT				ABE	spa	herring16		
34	12	4	haces	do.V.2S.PRES				ABE	spa	herring16		
35	12	5	?					ABE	999	herring16		
36	13	1	mira	look.V.2S.IMPER				ABE	spa	herring16		
37	13	2	cuando	when.CONJ				ABE	spa	herring16		
38	13	3	los	the.DET.DEF.M.PL				ABE	spa	herring16		
39	13	4	otros	others.PRON.M.PL				ABE	spa	herring16		
40	13	5	van	go.V.3P.PRES				ABE	spa	herring16		
41	13	6	para	for.PREP				ABE	spa	herring16		
42	13	7	el	the.DET.DEF.M.SG				ABE	spa	herring16		
43	13	8	carnival	carnival.N.SG				ABE	eng	herring16		
44	13	9	center	cent.N.SG+COMP.AG.[or].center.N.SG				ABE	eng	herring16		
45	13	10	a	to.PREP				ABE	spa	herring16		
