word_id	utterance_id	location	surface	auto	fix	eng	com	speaker	langid	filename	clause	clauseno
1	1	1	me	me.PRON.OBL.MF.1S				ASH	spa	herring3		
2	1	2	dice	tell.V.3S.PRES				ASH	spa	herring3		
3	1	3	ella	she.PRON.SUB.F.3S				ASH	spa	herring3		
4	1	4	que	that.CONJ				ASH	spa	herring3		
5	1	5	trabaja	work.V.3S.PRES				ASH	spa	herring3		
6	1	6	en	in.PREP				ASH	spa	herring3		
7	1	7	una	a.DET.INDEF.F.SG				ASH	spa	herring3		
8	1	8	tienda	tent.N.F.SG				ASH	spa	herring3		
9	1	9	de	of.PREP				ASH	spa	herring3		
10	1	10	de	of.PREP				ASH	spa	herring3		
11	1	11	furniture	furniture.N.SG				ASH	eng	herring3		
12	1	12	.					ASH	999	herring3		
13	2	1	entonces	then.ADV				ASH	spa	herring3		
14	2	2	le	him.PRON.OBL.MF.23S				ASH	spa	herring3		
15	2	3	digo	tell.V.1S.PRES				ASH	spa	herring3		
16	2	4	yo	I.PRON.SUB.MF.1S				ASH	spa	herring3		
17	2	5	.					ASH	999	herring3		
18	3	1	oh	oh.IM				ASH	spa	herring3		
19	3	2	.					ASH	999	herring3		
20	4	1	.					JAC	999	herring3		
21	5	1	yo	I.PRON.SUB.MF.1S				ASH	spa	herring3		
22	5	2	trabajo	work.V.1S.PRES				ASH	spa	herring3		
23	5	3	aquí	here.ADV				ASH	spa	herring3		
24	5	4	en	in.PREP				ASH	spa	herring3		
25	5	5	el	the.DET.DEF.M.SG				ASH	spa	herring3		
26	5	6	en	in.PREP				ASH	spa	herring3		
27	5	7	el	the.DET.DEF.M.SG				ASH	spa	herring3		
28	5	8	Marina_Blue	name				ASH	eng&spa	herring3		
29	5	9	.					ASH	999	herring3		
30	6	1	me	me.PRON.OBL.MF.1S				ASH	spa	herring3		
31	6	2	dice	tell.V.3S.PRES				ASH	spa	herring3		
32	6	3	.					ASH	999	herring3		
33	7	1	oh	oh.IM				ASH	spa	herring3		
34	7	2	.					ASH	999	herring3		
35	8	1	le	him.PRON.OBL.MF.23S				ASH	spa	herring3		
36	8	2	digo	tell.V.1S.PRES				ASH	spa	herring3		
37	8	3	.					ASH	999	herring3		
38	9	1	te	you.PRON.OBL.MF.2S				ASH	spa	herring3		
39	9	2	dan	give.V.3P.PRES				ASH	spa	herring3		
40	9	3	comisión	commission.N.F.SG				ASH	spa	herring3		
41	9	4	para	for.PREP				ASH	spa	herring3		
42	9	5	las	the.DET.DEF.F.PL				ASH	spa	herring3		
43	9	6	ventas	sale.N.F.PL				ASH	spa	herring3		
44	9	7	?					ASH	999	herring3		
45	10	1	me	me.PRON.OBL.MF.1S				ASH	spa	herring3		
46	10	2	dice	tell.V.3S.PRES				ASH	spa	herring3		
47	10	3	.					ASH	999	herring3		
48	11	1	sí	yes.ADV				ASH	spa	herring3		
49	11	2	.					ASH	999	herring3		
50	12	1	y	and.CONJ				ASH	spa	herring3		
51	12	2	nada	nothing.PRON				ASH	spa	herring3		
