word_id	utterance_id	location	surface	auto	fix	eng	com	speaker	langid	filename	clause	clauseno
1	1	1	oh	oh.IM				PAI	eng	herring10		
2	1	2	now	now.ADV				PAI	eng	herring10		
3	1	3	that	that.CONJ				PAI	eng	herring10		
4	1	4	I	I.PRON.SUB.1S				PAI	eng	herring10		
5	1	5	now	now.ADV				PAI	eng	herring10		
6	1	6	that	that.CONJ				PAI	eng	herring10		
7	1	7	I	I.PRON.SUB.1S				PAI	eng	herring10		
8	1	8	remember	remember.V.1S.PRES				PAI	eng	herring10		
9	1	9	antes	before.ADV				PAI	spa	herring10		
10	1	10	de	of.PREP				PAI	spa	herring10		
11	1	11	que	that.CONJ				PAI	spa	herring10		
12	1	12	se	self.PRON.REFL.MF.3SP				PAI	spa	herring10		
13	1	13	me	me.PRON.OBL.MF.1S				PAI	spa	herring10		
14	1	14	olvide	forget.V.13S.SUBJ.PRES				PAI	spa	herring10		
15	1	15	.					PAI	999	herring10		
16	2	1	this	this.DEM.NEAR.SG				PAI	eng	herring10		
17	2	2	lady	lady.N.SG				PAI	eng	herring10		
18	2	3	from	from.PREP				PAI	eng	herring10		
19	2	4	the	the.DET.DEF				PAI	eng	herring10		
20	2	5	school	school.N.SG				PAI	eng	herring10		
21	2	6	.					PAI	999	herring10		
22	3	1	mmhm	mmhm.IM				SAR	eng	herring10		
23	3	2	.					SAR	999	herring10		
24	4	1	she	she.PRON.SUB.F.3S				PAI	eng	herring10		
25	4	2	told	told.V.PAST				PAI	eng	herring10		
26	4	3	me	me.PRON.OBJ.1S				PAI	eng	herring10		
27	4	4	she	she.PRON.SUB.F.3S				PAI	eng	herring10		
28	4	5	told	told.V.PAST				PAI	eng	herring10		
29	4	6	me	me.PRON.OBJ.1S				PAI	eng	herring10		
30	4	7	that	that.CONJ				PAI	eng	herring10		
31	4	8	she	she.PRON.SUB.F.3S				PAI	eng	herring10		
32	4	9	bought	bought.V.PAST				PAI	eng	herring10		
33	4	10	the	the.DET.DEF				PAI	eng	herring10		
34	4	11	subway	subway.N.SG				PAI	eng	herring10		
35	4	12	passes	pass.N.PL				PAI	eng	herring10		
36	4	13	for	for.PREP				PAI	eng	herring10		
37	4	14	the	the.DET.DEF				PAI	eng	herring10		
38	4	15	whole	whole.ADJ				PAI	eng	herring10		
39	4	16	year	year.N.SG				PAI	eng	herring10		
40	4	17	.					PAI	999	herring10		
41	5	1	subway	subway.N.SG				SAR	eng	herring10		
42	5	2	passes	pass.N.PL				SAR	eng	herring10		
43	5	3	to	to.PREP				SAR	eng	herring10		
44	5	4	where	where.REL				SAR	eng	herring10		
45	5	5	to	to.PREP				SAR	eng	herring10		
46	5	6	New_York	name				SAR	eng	herring10		
47	5	7	?					SAR	999	herring10		
48	6	1	to	to.PREP				PAI	eng	herring10		
49	6	2	New_York	name				PAI	eng	herring10		
50	6	3	it's	it.PRON.SUB.3S+BE.V.3S.PRES				PAI	eng	herring10		
51	6	4	forty	forty.NUM				PAI	eng	herring10		
52	6	5	bucks	buck.N.PL				PAI	eng	herring10		
53	6	6	.					PAI	999	herring10		
54	7	1	yeah	yeah.ADV				SAR	eng	herring10		
55	7	2	but	but.CONJ				SAR	eng	herring10		
56	7	3	you	you.PRON.SUB.2SP				SAR	eng	herring10		
57	7	4	know	know.V.2SP.PRES				SAR	eng	herring10		
58	7	5	what	what.REL				SAR	eng	herring10		
59	7	6	she	she.PRON.SUB.F.3S				SAR	eng	herring10		
60	7	7	bought	bought.V.PAST				SAR	eng	herring10		
61	7	8	I	I.PRON.SUB.1S				SAR	eng	herring10		
62	7	9	told	told.V.PAST				SAR	eng	herring10		
63	7	10	you	you.PRON.SUB.2SP				SAR	eng	herring10		
64	7	11	she	she.PRON.SUB.F.3S				SAR	eng	herring10		
65	7	12	bought	bought.V.PAST				SAR	eng	herring10		
66	7	13	that	that.CONJ.[or].that.DEM.FAR				SAR	eng	herring10		
67	7	14	pass	pass.V.INFIN				SAR	eng	herring10		
68	7	15	.					SAR	999	herring10		
69	8	1	which	which.REL				PAI	eng	herring10		
70	8	2	one	one.PRON.SG				PAI	eng	herring10		
71	8	3	?					PAI	999	herring10		
72	9	1	it's	it.PRON.SUB.3S+BE.V.3S.PRES				SAR	eng	herring10		
73	9	2	a	a.DET.INDEF				SAR	eng	herring10		
74	9	3	special	special.ADJ				SAR	eng	herring10		
