word_id	utterance_id	location	surface	auto	fix	eng	com	speaker	langid	filename	clause	clauseno
1	1	1	the	the.DET.DEF				OLI	eng	sastre3		
2	1	2	purpose	purpose.N.SG				OLI	eng	sastre3		
3	1	3	that	that.CONJ				OLI	eng	sastre3		
4	1	4	ah	ah.IM				OLI	eng&spa	sastre3		
5	1	5	for	for.PREP				OLI	eng	sastre3		
6	1	6	this	this.DEM.NEAR.SG				OLI	eng	sastre3		
7	1	7	meeting	unk				OLI	eng	sastre3		
8	1	8	today	today.N.SG				OLI	eng	sastre3		
9	1	9	is	is.V.3S.PRES				OLI	eng	sastre3		
10	1	10	for	for.PREP				OLI	eng	sastre3		
11	1	11	um	um.IM				OLI	eng	sastre3		
12	1	12	to	to.PREP				OLI	eng	sastre3		
13	1	13	make	make.V.INFIN				OLI	eng	sastre3		
14	1	14	ourselves	ourselves.PRON.REFL.1P				OLI	eng	sastre3		
15	1	15	independent	independent.ADJ				OLI	eng	sastre3		
16	1	16	from	from.PREP				OLI	eng	sastre3		
17	1	17	the	the.DET.DEF				OLI	eng	sastre3		
18	1	18	county	county.N.SG				OLI	eng	sastre3		
19	1	19	as	as.CONJ				OLI	eng	sastre3		
20	1	20	far	far.ADV				OLI	eng	sastre3		
21	1	21	as	as.CONJ				OLI	eng	sastre3		
22	1	22	the	the.DET.DEF				OLI	eng	sastre3		
23	1	23	testing	test.N.SG.GER				OLI	eng	sastre3		
24	1	24	ah	ah.IM				OLI	eng&spa	sastre3		
25	1	25	.					OLI	999	sastre3		
26	2	1	qué	what.INT				LAN	spa	sastre3		
27	2	2	están	be.V.3P.PRES				LAN	spa	sastre3		
28	2	3	haciendo	do.V.PRESPART				LAN	spa	sastre3		
29	2	4	hoy	today.ADV				LAN	spa	sastre3		
30	2	5	?					LAN	999	sastre3		
31	3	1	ok	unk				LAN	eng&spa	sastre3		
32	3	2	ok	unk				LAN	eng&spa	sastre3		
33	3	3	.					LAN	999	sastre3		
34	4	1	yeah	yeah.ADV				OLI	eng	sastre3		
35	4	2	he	he.PRON.SUB.M.3S				OLI	eng	sastre3		
36	4	3	was	was.V.3S.PAST				OLI	eng	sastre3		
37	4	4	there	there.ADV				OLI	eng	sastre3		
38	4	5	.					OLI	999	sastre3		
39	5	1	um	um.IM				MAS	eng	sastre3		
40	5	2	we'll	we.PRON.SUB.1P+BE.V.FUT				MAS	eng	sastre3		
41	5	3	actually	actual.ADJ+ADV				MAS	eng	sastre3		
42	5	4	he	he.PRON.SUB.M.3S				MAS	eng	sastre3		
43	5	5	was	was.V.3S.PAST				MAS	eng	sastre3		
44	5	6	trying	try.V.PRESPART				MAS	eng	sastre3		
45	5	7	to	to.PREP				MAS	eng	sastre3		
46	5	8	solve	solve.V.INFIN				MAS	eng	sastre3		
47	5	9	the	the.DET.DEF				MAS	eng	sastre3		
48	5	10	problem	problem.N.SG				MAS	eng	sastre3		
49	5	11	with	with.PREP				MAS	eng	sastre3		
50	5	12	the	the.DET.DEF				MAS	eng	sastre3		
51	5	13	.					MAS	999	sastre3		
52	6	1	yeah	yeah.ADV				OLI	eng	sastre3		
53	6	2	but	but.CONJ				OLI	eng	sastre3		
54	6	3	what's	what.REL+GB				OLI	eng	sastre3		
55	6	4	the	the.DET.DEF				OLI	eng	sastre3		
56	6	5	purpose	purpose.N.SG				OLI	eng	sastre3		
57	6	6	for	for.PREP				OLI	eng	sastre3		
58	6	7	the	the.DET.DEF				OLI	eng	sastre3		
59	6	8	meeting	unk				OLI	eng	sastre3		
60	6	9	?					OLI	999	sastre3		
61	7	1	the	the.DET.DEF				OLI	eng	sastre3		
62	7	2	purpose	purpose.N.SG				OLI	eng	sastre3		
63	7	3	for	for.PREP				OLI	eng	sastre3		
64	7	4	the	the.DET.DEF				OLI	eng	sastre3		
65	7	5	meeting	unk				OLI	eng	sastre3		
66	7	6	is	is.V.3S.PRES				OLI	eng	sastre3		
