word_id	utterance_id	location	surface	auto	fix	eng	com	speaker	langid	filename	clause	clauseno
1	1	1	fue	be.V.3S.PAST				LIL	spa	sastre5		
2	1	2	allá	there.ADV				LIL	spa	sastre5		
3	1	3	.					LIL	999	sastre5		
4	2	1	y	and.CONJ				LIL	spa	sastre5		
5	2	2	la	the.DET.DEF.F.SG				LIL	spa	sastre5		
6	2	3	mujer	woman.N.F.SG				LIL	spa	sastre5		
7	2	4	no	not.ADV				LIL	spa	sastre5		
8	2	5	llegó	get.V.3S.PAST				LIL	spa	sastre5		
9	2	6	no	not.ADV				LIL	spa	sastre5		
10	2	7	no	not.ADV				LIL	spa	sastre5		
11	2	8	se	self.PRON.REFL.MF.3SP				LIL	spa	sastre5		
12	2	9	apareció	appear.V.3S.PAST				LIL	spa	sastre5		
13	2	10	.					LIL	999	sastre5		
14	3	1	entonces	then.ADV				LIL	spa	sastre5		
15	3	2	él	he.PRON.SUB.M.3S				LIL	spa	sastre5		
16	3	3	con	with.PREP				LIL	spa	sastre5		
17	3	4	el	the.DET.DEF.M.SG				LIL	spa	sastre5		
18	3	5	otro	other.ADJ.M.SG				LIL	spa	sastre5		
19	3	6	abogado	solicitor.N.M.SG				LIL	spa	sastre5		
20	3	7	delante	.ADV				LIL	spa	sastre5		
21	3	8	del	of_the.PREP+DET.DEF.M.SG				LIL	spa	sastre5		
22	3	9	juez	judge.N.M.SG				LIL	spa	sastre5		
23	3	10	pidiendo	request.V.PRESPART				LIL	spa	sastre5		
24	3	11	que	that.CONJ				LIL	spa	sastre5		
25	3	12	nada	nothing.PRON				LIL	spa	sastre5		
26	3	13	que	that.CONJ				LIL	spa	sastre5		
27	3	14	vamos	go.V.1P.PRES				LIL	spa	sastre5		
28	3	15	al	to_the.PREP+DET.DEF.M.SG				LIL	spa	sastre5		
29	3	16	al	to_the.PREP+DET.DEF.M.SG				LIL	spa	sastre5		
30	3	17	trial	trial.N.SG				LIL	eng	sastre5		
31	3	18	.					LIL	999	sastre5		
32	4	1	eh	eh.IM				LIL	eng&spa	sastre5		
33	4	2	ah	ah.IM				LIL	eng&spa	sastre5		
34	4	3	y	and.CONJ				LIL	spa	sastre5		
35	4	4	la	the.DET.DEF.F.SG				LIL	spa	sastre5		
36	4	5	la	the.DET.DEF.F.SG				LIL	spa	sastre5		
37	4	6	jueza	judge.N.F.SG				LIL	spa	sastre5		
38	4	7	.					LIL	999	sastre5		
39	5	1	bueno	well.E				LIL	spa	sastre5		
40	5	2	van	go.V.3P.PRES				LIL	spa	sastre5		
41	5	3	a	to.PREP				LIL	spa	sastre5		
42	5	4	ser	be.V.INFIN				LIL	spa	sastre5		
43	5	5	número	numeral.N.M.SG				LIL	spa	sastre5		
44	5	6	tres	three.NUM				LIL	spa	sastre5		
45	5	7	el	the.DET.DEF.M.SG				LIL	spa	sastre5		
46	5	8	la	the.DET.DEF.F.SG				LIL	spa	sastre5		
47	5	9	semana	week.N.F.SG				LIL	spa	sastre5		
48	5	10	de	of.PREP				LIL	spa	sastre5		
49	5	11	agosto	August.N.M.SG				LIL	spa	sastre5		
50	5	12	de	of.PREP				LIL	spa	sastre5		
51	5	13	de	of.PREP				LIL	spa	sastre5		
52	5	14	abril	April.N.M.SG				LIL	spa	sastre5		
53	5	15	.					LIL	999	sastre5		
54	6	1	ah	ah.IM				VIC	eng&spa	sastre5		
55	6	2	bueno	well.E				VIC	spa	sastre5		
56	6	3	.					VIC	999	sastre5		
57	7	1	veintiocho	twenty_eight.NUM				LIL	spa	sastre5		
58	7	2	!					LIL	999	sastre5		
59	8	1	no	not.ADV				LIL	spa	sastre5		
60	8	2	.					LIL	999	sastre5		
61	9	1	ah	ah.IM				LIL	eng&spa	sastre5		
62	9	2	bueno	well.E				LIL	spa	sastre5		
63	9	3	no	not.ADV				LIL	spa	sastre5		
64	9	4	.					LIL	999	sastre5		
65	10	1	él	he.PRON.SUB.M.3S				LIL	spa	sastre5		
66	10	2	tiene	have.V.3S.PRES				LIL	spa	sastre5		
67	10	3	otro	other.ADJ.M.SG				LIL	spa	sastre5		
68	10	4	trial	trial.N.SG				LIL	eng	sastre5		
69	10	5	.					LIL	999	sastre5		
70	11	1	ay	oh.IM				VIC	spa	sastre5		
71	11	2	.					VIC	999	sastre5		
72	12	1	justo	just.ADJ.M.SG				LIL	spa	sastre5		
73	12	2	la	the.DET.DEF.F.SG				LIL	spa	sastre5		
74	12	3	semana	week.N.F.SG				LIL	spa	sastre5		
75	12	4	antes	before.ADV				LIL	spa	sastre5		
76	12	5	.					LIL	999	sastre5		
77	13	1	qué	what.INT				LIL	spa	sastre5		
78	13	2	va	go.V.3S.PRES				LIL	spa	sastre5		
