word_id	utterance_id	location	surface	auto	fix	eng	com	speaker	langid	filename	clause	clauseno
1	1	1	ah	ah.IM				GIL	eng&spa	zeledon9		
2	1	2	Jacky	name				GIL	eng&spa	zeledon9		
3	1	3	está	be.V.3S.PRES				GIL	spa	zeledon9		
4	1	4	en	in.PREP				GIL	spa	zeledon9		
5	1	5	Colombia	name				GIL	spa	zeledon9		
6	1	6	para	for.PREP				GIL	spa	zeledon9		
7	1	7	Navidad	Christmas.N.F.SG				GIL	spa	zeledon9		
8	1	8	un	one.DET.INDEF.M.SG				GIL	spa	zeledon9		
9	1	9	año	year.N.M.SG				GIL	spa	zeledon9		
10	1	10	.					GIL	999	zeledon9		
11	2	1	um	um.IM				GIL	eng	zeledon9		
12	2	2	yo	I.PRON.SUB.MF.1S				GIL	spa	zeledon9		
13	2	3	fui	be.V.1S.PAST				GIL	spa	zeledon9		
14	2	4	la	the.DET.DEF.F.SG				GIL	spa	zeledon9		
15	2	5	día	day.N.M.SG				GIL	spa	zeledon9		
16	2	6	primero	first.ADV				GIL	spa	zeledon9		
17	2	7	un	one.DET.INDEF.M.SG				GIL	spa	zeledon9		
18	2	8	poquito	little.ADJ.M.SG.DIM				GIL	spa	zeledon9		
19	2	9	días	day.N.M.PL				GIL	spa	zeledon9		
20	2	10	de	of.PREP				GIL	spa	zeledon9		
21	2	11	Navidad	Christmas.N.F.SG				GIL	spa	zeledon9		
22	2	12	.					GIL	999	zeledon9		
23	3	1	and	and.CONJ				GIL	eng	zeledon9		
24	3	2	then	then.ADV				GIL	eng	zeledon9		
25	3	3	um	um.IM				GIL	eng	zeledon9		
26	3	4	I	I.PRON.SUB.1S				GIL	eng	zeledon9		
27	3	5	stayed	stay.V.PAST				GIL	eng	zeledon9		
28	3	6	there	there.ADV				GIL	eng	zeledon9		
29	3	7	for	for.PREP				GIL	eng	zeledon9		
30	3	8	a	a.DET.INDEF				GIL	eng	zeledon9		
31	3	9	week	week.N.SG				GIL	eng	zeledon9		
32	3	10	or	or.CONJ				GIL	eng	zeledon9		
33	3	11	like	like.CONJ				GIL	eng	zeledon9		
34	3	12	couple	couple.N.SG				GIL	eng	zeledon9		
35	3	13	days	day.N.PL				GIL	eng	zeledon9		
36	3	14	or	or.CONJ				GIL	eng	zeledon9		
37	3	15	something	something.PRON				GIL	eng	zeledon9		
38	3	16	like	like.CONJ.[or].like.SV.INFIN				GIL	eng	zeledon9		
39	3	17	.					GIL	999	zeledon9		
40	4	1	I	I.PRON.SUB.1S				GIL	eng	zeledon9		
41	4	2	came	came.V.PAST				GIL	eng	zeledon9		
42	4	3	like	like.CONJ				GIL	eng	zeledon9		
43	4	4	a	a.DET.INDEF				GIL	eng	zeledon9		
44	4	5	week	week.N.SG				GIL	eng	zeledon9		
45	4	6	before	before.CONJ				GIL	eng	zeledon9		
46	4	7	Christmas	name				GIL	eng	zeledon9		
47	4	8	you	you.PRON.SUB.2SP				GIL	eng	zeledon9		
48	4	9	know	know.V.2SP.PRES				GIL	eng	zeledon9		
49	4	10	.					GIL	999	zeledon9		
50	5	1	uhuh	uhuh.IM				CHA	eng	zeledon9		
51	5	2	yes	yes.ADV				CHA	eng	zeledon9		
52	5	3	.					CHA	999	zeledon9		
53	6	1	and	and.CONJ				GIL	eng	zeledon9		
54	6	2	so	so.ADV				GIL	eng	zeledon9		
55	6	3	I	I.PRON.SUB.1S				GIL	eng	zeledon9		
56	6	4	stayed	stay.V.PAST				GIL	eng	zeledon9		
57	6	5	for	for.PREP				GIL	eng	zeledon9		
58	6	6	like	like.CONJ				GIL	eng	zeledon9		
59	6	7	a	a.DET.INDEF				GIL	eng	zeledon9		
60	6	8	week	week.N.SG				GIL	eng	zeledon9		
61	6	9	and	and.CONJ				GIL	eng	zeledon9		
62	6	10	a	a.DET.INDEF				GIL	eng	zeledon9		
63	6	11	half	half.N.SG				GIL	eng	zeledon9		
64	6	12	.					GIL	999	zeledon9		
65	7	1	and	and.CONJ				GIL	eng	zeledon9		
66	7	2	when	when.CONJ				GIL	eng	zeledon9		
67	7	3	I	I.PRON.SUB.1S				GIL	eng	zeledon9		
68	7	4	came	came.V.PAST				GIL	eng	zeledon9		
69	7	5	back	back.ADV.[or].back.SV.INFIN				GIL	eng	zeledon9		
70	7	6	I	I.PRON.SUB.1S				GIL	eng	zeledon9		
71	7	7	opened	unk				GIL	eng	zeledon9		
72	7	8	all	all.ADJ				GIL	eng	zeledon9		
73	7	9	my	my.ADJ.POSS.1S				GIL	eng	zeledon9		
74	7	10	presents	present.ADJ+PV.[or].presents.N.PL				GIL	eng	zeledon9		
75	7	11	and	and.CONJ				GIL	eng	zeledon9		
76	7	12	stuff	stuff.V.INFIN				GIL	eng	zeledon9		
77	7	13	.					GIL	999	zeledon9		
78	8	1	chévere	cool.ADJ				CHA	spa	zeledon9		
79	8	2	.					CHA	999	zeledon9		
80	9	1	y	and.CONJ				CHA	spa	zeledon9		
81	9	2	cómo	how.INT				CHA	spa	zeledon9		
82	9	3	qué	what.INT				CHA	spa	zeledon9		
83	9	4	qué	what.INT				CHA	spa	zeledon9		
84	9	5	te	you.PRON.OBL.MF.2S				CHA	spa	zeledon9		
85	9	6	dieron	give.V.3P.PAST				CHA	spa	zeledon9		
86	9	7	?					CHA	999	zeledon9		
87	10	1	you	you.PRON.SUB.2SP				CHA	eng	zeledon9		
88	10	2	know	know.V.2SP.PRES				CHA	eng	zeledon9		
89	10	3	.					CHA	999	zeledon9		
90	11	1	en	in.PREP				CHA	spa	zeledon9		
91	11	2	Colombia	name				CHA	spa	zeledon9		
92	11	3	qué	what.INT				CHA	spa	zeledon9		
93	11	4	te	you.PRON.OBL.MF.2S				CHA	spa	zeledon9		
94	11	5	dieron	give.V.3P.PAST				CHA	spa	zeledon9		
95	11	6	de	of.PREP				CHA	spa	zeledon9		
96	11	7	regalos	gift.N.M.PL				CHA	spa	zeledon9		
97	11	8	para	for.PREP				CHA	spa	zeledon9		
98	11	9	Navidad	Christmas.N.F.SG				CHA	spa	zeledon9		
99	11	10	?					CHA	999	zeledon9		
100	12	1	don't	do.V.12S13P.PRES+NEG				GIL	eng	zeledon9		
101	12	2	remember	remember.V.INFIN				GIL	eng	zeledon9		
102	12	3	.					GIL	999	zeledon9		
103	13	1	you	you.PRON.SUB.2SP				CHA	eng	zeledon9		
104	13	2	of	of.PREP				CHA	eng	zeledon9		
105	13	3	course	course.N.SG				CHA	eng	zeledon9		
106	13	4	you	you.PRON.SUB.2SP				CHA	eng	zeledon9		
107	13	5	remember	remember.V.2SP.PRES				CHA	eng	zeledon9		
108	13	6	.					CHA	999	zeledon9		
109	14	1	you	you.PRON.SUB.2SP				CHA	eng	zeledon9		
110	14	2	remember	remember.V.2SP.PRES				CHA	eng	zeledon9		
111	14	3	of	of.PREP				CHA	eng	zeledon9		
112	14	4	course	course.N.SG				CHA	eng	zeledon9		
113	14	5	.					CHA	999	zeledon9		
114	15	1	you	you.PRON.SUB.2SP				CHA	eng	zeledon9		
115	15	2	remember	remember.V.2SP.PRES				CHA	eng	zeledon9		
116	15	3	I	I.PRON.SUB.1S				CHA	eng	zeledon9		
117	15	4	was	was.V.13S.PAST				CHA	eng	zeledon9		
118	15	5	there	there.ADV				CHA	eng	zeledon9		
119	15	6	with	with.PREP				CHA	eng	zeledon9		
120	15	7	you	you.PRON.SUB.2SP				CHA	eng	zeledon9		
121	15	8	?					CHA	999	zeledon9		
122	16	1	oh	oh.IM				GIL	eng	zeledon9		
123	16	2	oh	oh.IM				GIL	eng	zeledon9		
124	16	3	right	right.ADJ				GIL	eng	zeledon9		
125	16	4	.					GIL	999	zeledon9		
126	17	1	they	they.PRON.SUB.3P				GIL	eng	zeledon9		
127	17	2	gave	gave.V.3P.PRES				GIL	eng	zeledon9		
128	17	3	me	me.PRON.OBJ.1S				GIL	eng	zeledon9		
129	17	4	this	this.DEM.NEAR.SG				GIL	eng	zeledon9		
130	17	5	really	real.ADJ+ADV				GIL	eng	zeledon9		
131	17	6	cute	cute.ADJ				GIL	eng	zeledon9		
132	17	7	shirt	shirt.N.SG				GIL	eng	zeledon9		
133	17	8	.					GIL	999	zeledon9		
134	18	1	yeah	yeah.ADV				CHA	eng	zeledon9		
135	18	2	they	they.PRON.SUB.3P				CHA	eng	zeledon9		
