word_id	utterance_id	location	surface	auto	fix	eng	com	speaker	langid	filename	clause	clauseno
1	1	1	um	um.IM				ANT	eng	zeledon11		
2	1	2	you	you.PRON.SUB.2SP				ANT	eng	zeledon11		
3	1	3	know	know.V.2SP.PRES				ANT	eng	zeledon11		
4	1	4	this	this.DEM.NEAR.SG				ANT	eng	zeledon11		
5	1	5	is	is.V.3S.PRES				ANT	eng	zeledon11		
6	1	6	a	a.DET.INDEF				ANT	eng	zeledon11		
7	1	7	picture	picture.N.SG				ANT	eng	zeledon11		
8	1	8	of	of.PREP				ANT	eng	zeledon11		
9	1	9	the	the.DET.DEF				ANT	eng	zeledon11		
10	1	10	parking	park.N.SG+ASV				ANT	eng	zeledon11		
11	1	11	garage	garage.N.SG				ANT	eng	zeledon11		
12	1	12	that	that.CONJ				ANT	eng	zeledon11		
13	1	13	you	you.PRON.SUB.2SP				ANT	eng	zeledon11		
14	1	14	can	can.V.2SP.PRES				ANT	eng	zeledon11		
15	1	15	easily	easy.ADJ+ADV.[or].easily.ADV				ANT	eng	zeledon11		
16	1	16	tell	tell.SV.INFIN				ANT	eng	zeledon11		
17	1	17	.					ANT	999	zeledon11		
18	2	1	uh	uh.IM				ANT	eng	zeledon11		
19	2	2	there's	there.PRON+BE.V.3S.PRES				ANT	eng	zeledon11		
20	2	3	G_c	name				ANT	eng	zeledon11		
21	2	4	up	up.ADV				ANT	eng	zeledon11		
22	2	5	top	top.N.SG				ANT	eng	zeledon11		
23	2	6	P_c	name				ANT	eng	zeledon11		
24	2	7	on	on.PREP				ANT	eng	zeledon11		
25	2	8	the	the.DET.DEF				ANT	eng	zeledon11		
26	2	9	left	left.ADJ.[or].leave.V.PASTPART				ANT	eng	zeledon11		
27	2	10	side	side.N.SG				ANT	eng	zeledon11		
28	2	11	book	book.N.SG				ANT	eng	zeledon11		
29	2	12	store	store.N.SG				ANT	eng	zeledon11		
30	2	13	on	on.PREP				ANT	eng	zeledon11		
31	2	14	the	the.DET.DEF				ANT	eng	zeledon11		
32	2	15	top	top.N.SG				ANT	eng	zeledon11		
33	2	16	side	side.N.SG				ANT	eng	zeledon11		
34	2	17	as	as.CONJ				ANT	eng	zeledon11		
35	2	18	well	well.ADV				ANT	eng	zeledon11		
36	2	19	.					ANT	999	zeledon11		
37	3	1	it's	it.PRON.SUB.3S+BE.V.3S.PRES				ANT	eng	zeledon11		
38	3	2	I	I.PRON.SUB.1S				ANT	eng	zeledon11		
39	3	3	mean	mean.V.1S.PRES				ANT	eng	zeledon11		
40	3	4	this	this.DEM.NEAR.SG				ANT	eng	zeledon11		
41	3	5	is	is.V.3S.PRES				ANT	eng	zeledon11		
42	3	6	pretty	pretty.ADJ				ANT	eng	zeledon11		
43	3	7	readable	readable.ADJ.[or].read.SV.INFIN+A.POT				ANT	eng	zeledon11		
44	3	8	right	right.ADJ				ANT	eng	zeledon11		
45	3	9	?					ANT	999	zeledon11		
46	4	1	this	this.DEM.NEAR.SG				ANT	eng	zeledon11		
47	4	2	isn't	is.V.3S.PRES+NEG				ANT	eng	zeledon11		
48	4	3	some	some.ADJ				ANT	eng	zeledon11		
49	4	4	kind	kind.ADJ.[or].kind.N.SG				ANT	eng	zeledon11		
50	4	5	of	of.PREP				ANT	eng	zeledon11		
51	4	6	disgusting	disgust.V.PRESPART				ANT	eng	zeledon11		
52	4	7	explanation	explanation.N.SG				ANT	eng	zeledon11		
53	4	8	.					ANT	999	zeledon11		
54	5	1	this	this.DEM.NEAR.SG				ANT	eng	zeledon11		
55	5	2	is	is.V.3S.PRES				ANT	eng	zeledon11		
56	5	3	a	a.DET.INDEF				ANT	eng	zeledon11		
