word_id	utterance_id	location	surface	auto	fix	eng	com	speaker	langid	filename	clause	clauseno
1	1	1	no	no.ADV				ABI	eng	zeledon6		
2	1	2	but	but.CONJ				ABI	eng	zeledon6		
3	1	3	seriously	serious.ADJ+ADV.[or].seriously.ADV				ABI	eng	zeledon6		
4	1	4	there's	there.PRON+BE.V.3S.PRES				ABI	eng	zeledon6		
5	1	5	a	a.DET.INDEF				ABI	eng	zeledon6		
6	1	6	lot	lot.N.SG				ABI	eng	zeledon6		
7	1	7	of	of.PREP				ABI	eng	zeledon6		
8	1	8	mosquitos	mosquito.N.PL				ABI	eng	zeledon6		
9	1	9	here	here.ADV				ABI	eng	zeledon6		
10	1	10	all	all.ADJ				ABI	eng	zeledon6		
11	1	11	of	of.PREP				ABI	eng	zeledon6		
12	1	12	a	a.DET.INDEF				ABI	eng	zeledon6		
13	1	13	sudden	sudden.ADJ				ABI	eng	zeledon6		
14	1	14	.					ABI	999	zeledon6		
15	2	1	look	look.V.INFIN				ABI	eng	zeledon6		
16	2	2	at	at.PREP				ABI	eng	zeledon6		
17	2	3	all	all.ADJ				ABI	eng	zeledon6		
18	2	4	the	the.DET.DEF				ABI	eng	zeledon6		
19	2	5	cigarettes	unk				ABI	eng	zeledon6		
20	2	6	.					ABI	999	zeledon6		
21	3	1	wow	wow.IM				ABI	eng&spa	zeledon6		
22	3	2	.					ABI	999	zeledon6		
23	4	1	.					ELL	999	zeledon6		
24	5	1	ok	unk				ABI	eng&spa	zeledon6		
25	5	2	so	so.ADV				ABI	eng	zeledon6		
26	5	3	what	what.REL				ABI	eng	zeledon6		
27	5	4	else	else.ADJ				ABI	eng	zeledon6		
28	5	5	could	can.V.COND				ABI	eng	zeledon6		
29	5	6	we	we.PRON.SUB.1P				ABI	eng	zeledon6		
30	5	7	talk	talk.V.1P.PRES				ABI	eng	zeledon6		
31	5	8	about	about.PREP				ABI	eng	zeledon6		
32	5	9	?					ABI	999	zeledon6		
33	6	1	la	the.DET.DEF.F.SG				ELL	spa	zeledon6		
34	6	2	gente	people.N.F.SG				ELL	spa	zeledon6		
35	6	3	fuma	smoke.V.2S.IMPER.[or].smoke.V.3S.PRES				ELL	spa	zeledon6		
36	6	4	.					ELL	999	zeledon6		
37	7	1	we	we.PRON.SUB.1P				ABI	eng	zeledon6		
38	7	2	should	should.V.1P.PRES				ABI	eng	zeledon6		
39	7	3	we	we.PRON.SUB.1P				ABI	eng	zeledon6		
40	7	4	we	we.PRON.SUB.1P				ABI	eng	zeledon6		
41	7	5	should	should.V.1P.PRES				ABI	eng	zeledon6		
42	7	6	keep	keep.SV.INFIN				ABI	eng	zeledon6		
43	7	7	a	a.DET.INDEF				ABI	eng	zeledon6		
44	7	8	a	a.DET.INDEF				ABI	eng	zeledon6		
45	7	9	steady	steady.ADJ				ABI	eng	zeledon6		
46	7	10	conversation	conversation.N.SG				ABI	eng	zeledon6		
47	7	11	going	go.V.PRESPART				ABI	eng	zeledon6		
48	7	12	on	on.PREP				ABI	eng	zeledon6		
49	7	13	.					ABI	999	zeledon6		
50	8	1	work	work.V.INFIN				ABI	eng	zeledon6		
51	8	2	how	how.ADV				ABI	eng	zeledon6		
52	8	3	was	was.V.3S.PAST				ABI	eng	zeledon6		
53	8	4	work	work.SV.INFIN				ABI	eng	zeledon6		
54	8	5	today	today.N.SG				ABI	eng	zeledon6		
55	8	6	?					ABI	999	zeledon6		
56	9	1	cómo	how.INT				ABI	spa	zeledon6		
57	9	2	fue	be.V.3S.PAST				ABI	spa	zeledon6		
58	9	3	.					ABI	999	zeledon6		
59	10	1	you	you.PRON.SUB.2SP				ELL	eng	zeledon6		
60	10	2	were	were.V.2S123P.PAST				ELL	eng	zeledon6		
61	10	3	working	work.V.PRESPART				ELL	eng	zeledon6		
62	10	4	with	with.PREP				ELL	eng	zeledon6		
63	10	5	me	me.PRON.OBJ.1S				ELL	eng	zeledon6		
64	10	6	.					ELL	999	zeledon6		
65	11	1	I	I.PRON.SUB.1S				ABI	eng	zeledon6		
66	11	2	know	know.V.1S.PRES				ABI	eng	zeledon6		
67	11	3	but	but.CONJ				ABI	eng	zeledon6		
68	11	4	you	you.PRON.SUB.2SP				ABI	eng	zeledon6		
